dem_per,third_party,rep_inc_party,dem_inc,rep_inc,dem_inc_party,july_dem,jul_rep,aug_dem,aug_rep,sep_dem,sep_rep,oct_dem,oct_rep,unem_dec_t_1,unem_per_change_t_2_t_1,GDP_per_change_t_1,inflation_t_1,last_recession,greatwar_years,avg_pres_approval,int_pres_approval_dem_inc,int_pres_approval_dem_inc_party,pop,state_gdp,area,state_gdp_per_cap,pop_density,region_ne,region_mw,region_s,region_w,prog,trad,moral,ind,lag_dem_per,lag2_dem_per,counter,int_south_year,lag_citi,lag_nom
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,31,0,37.73205948,38.46621323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,32,0,43.85408401,44.79124451
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,33,0,35.16378784,44.79124451
29.4,1.0,1.0,0.0,1.0,0.0,52.25,37.5,52.67,39.33,52.0,38.8,44.92,33.83,7.3,1.0,-0.1,3.1,1.0,0.0,60.9,0.0,0.0,1601000.0,35600000000.0,"77,347.81",22200.0,20.69871144,0,1,0,0,0,0,0,0,39.2,28.8,34,0,38.94419861,38.46621323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,35,0,38.89757156,55.39570618
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,36,0,34.23720169,55.39570618
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,37,0,36.63488388,55.39570618
35.0,1.0,0.0,1.0,0.0,1.0,50.0,34.0,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5.0,0.0,49.6,49.6,49.6,1648000.0,45100000000.0,"77,347.81",27400.0,21.30635631,0,1,0,0,0,0,0,0,29.4,39.2,38,0,53.49154282,55.39570618
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,39,0,32.90828323,51.80332184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,40,0,28.82003212,49.10965729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,41,0,32.67737961,49.10965729
33.3,0.0,0.0,0.0,0.0,1.0,41.0,47.5,42.0,50.25,43.62,47.23,43.73,46.87,4.0,-0.4,4.8,2.7,9.0,0.0,60.6,0.0,60.6,1711000.0,53700000000.0,"77,347.81",31400.0,22.12085901,0,1,0,0,0,0,0,0,35.0,29.4,42,0,39.50060272,51.80332184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,43,0,33.67308044,35.30181122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,44,0,32.98387527,35.23641968
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,45,0,25.28274727,35.23641968
32.7,0.0,1.0,0.0,1.0,0.0,47.33,47.33,46.0,48.0,44.5,52.0,47.4,49.8,5.7,-0.3,2.9,1.9,3.0,1.0,62.2,0.0,0.0,1744000.0,66400000000.0,"77,347.81",38100.0,22.54750328,0,1,0,0,0,0,0,0,33.3,35.0,46,0,25.46921158,35.30181122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,47,0,27.18689919,35.23641968
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,48,0,31.56783867,34.45548248
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,49,0,23.51730728,34.45548248
42.0,0.0,1.0,0.0,0.0,0.0,46.5,42.5,47.67,43.0,46.67,46.33,51.8,41.6,5.0,0.6,1.9,4.1,0.0,1.0,36.5,0.0,0.0,1782000.0,83100000000.0,"77,347.81",46600.0,23.03879063,0,1,0,0,0,0,0,0,32.7,33.3,50,0,33.38406754,35.23641968
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,51,0,45.80254364,32.0900383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,52,0,35.04173279,31.55810165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,53,0,19.12038803,31.55810165
38.0,0.0,0.0,1.0,0.0,1.0,47.25,45.0,46.33,46.0,49.67,44.0,48.0,47.25,8.5,-0.8,1.6,3.0,3.0,0.0,49.1,49.1,49.1,1856000.0,99600000000.0,"77,347.81",53700.0,23.99550808,0,1,0,0,0,0,0,0,42.0,32.7,54,0,48.30276871,32.0900383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,55,0,25.96092987,31.55810165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,56,0,33.46489716,28.71227264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,57,0,29.4922657,28.71227264
34.0,0.0,0.0,0.0,0.0,1.0,40.33,38.33,42.67,37.33,42.33,40.0,45.25,40.25,5.0,-0.6,2.9,0.7,7.0,0.0,46.7,0.0,46.7,1906000.0,115000000000.0,"77,347.81",60300.0,24.641938800000002,0,1,0,0,0,0,0,0,38.0,42.0,58,0,37.29031372,31.55810165
38.6,0.0,,0.0,0.0,1.0,43.0,50.0,41.5,52.5,40.5,55.0,41.2,50.2,3.1,-1.2,8.0,6.0,3.0,1.0,36.5,0.0,36.5,,,,,,0,0,0,1,0,0,0,0,,,0,0,,
42.0,0.0,,0.0,1.0,0.0,36.0,61.5,40.67,52.0,40.67,52.0,40.5,54.0,4.2,-0.8,7.1,0.4,3.0,0.0,69.6,0.0,0.0,,,,,,0,0,0,1,0,0,0,0,38.6,,1,0,,
51.2,0.0,,0.0,0.0,0.0,50.0,46.0,46.25,47.75,46.25,47.75,49.6,46.67,5.3,-0.9,6.9,1.7,0.0,0.0,60.5,0.0,0.0,,,,,,0,0,0,1,0,0,0,0,42.0,38.6,2,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,48.0,52.0,3,0,57.18942261,33.27716446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,48.0,4,0,53.28211975,51.29360962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,5,0,53.38140488,51.29360962
58.6,0.0,0.0,0.0,0.0,1.0,60.5,28.5,65.0,29.0,63.5,30.5,64.0,32.5,5.5,0.0,4.4,1.6,3.0,1.0,74.2,0.0,74.2,,,,,,0,0,0,1,0,0,0,0,51.2,42.0,6,0,56.219242099999995,50.31918335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,7,0,25.94970894,52.18326187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,8,0,21.38417435,53.75539398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,9,0,17.79814339,53.75539398
39.3,1.0,0.0,0.0,0.0,1.0,39.0,37.5,29.0,45.0,29.33,43.33,36.0,44.0,3.8,0.0,2.7,3.0,7.0,1.0,50.3,0.0,50.3,,,,,,0,0,0,1,0,0,0,0,58.6,51.2,10,0,25.6230526,52.18326187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,11,0,16.86316872,37.21737671
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,12,0,30.73892784,35.61989212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,13,0,30.97623825,35.61989212
36.3,0.0,1.0,0.0,1.0,0.0,37.0,56.0,30.5,60.5,33.0,61.0,35.0,59.5,6.0,-0.1,3.3,3.3,2.0,1.0,55.8,0.0,0.0,533000.0,3610000000.0,"110,571.82",6770.0,4.820396372,0,0,0,1,0,0,0,0,39.3,58.6,14,0,24.66340256,37.21737671
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,15,0,35.11223602,52.0199852
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,16,0,41.57181931,60.13581467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,17,0,34.29237747,60.13581467
45.8,0.0,1.0,0.0,0.0,0.0,62.0,29.0,52.5,34.0,51.0,40.0,47.33,45.0,4.9,-0.3,5.6,8.7,1.0,0.0,47.2,0.0,0.0,613000.0,5530000000.0,"110,571.82",9020.0,5.543908022999999,0,0,0,1,0,0,0,0,36.3,39.3,18,0,25.18650627,52.0199852
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,19,0,37.18389129999999,56.96680069
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,20,0,28.25517654,56.96680069
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,21,0,19.90695953,56.96680069
26.9,1.0,0.0,1.0,0.0,1.0,35.0,34.75,35.67,40.67,35.67,40.67,44.33,42.0,6.0,0.0,3.2,13.3,0.0,0.0,45.5,45.5,45.5,807000.0,10300000000.0,"110,571.82",12800.0,7.298423776,0,0,0,1,0,0,0,0,45.8,36.3,22,0,31.78531647,56.96680069
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,23,0,21.97628593,41.05885315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,24,0,21.34600067,41.05885315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,25,0,26.88611984,41.05885315
32.0,0.0,1.0,0.0,1.0,0.0,41.0,53.0,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2.0,0.0,50.3,0.0,0.0,916000.0,15100000000.0,"110,571.82",16500.0,8.2842084,0,0,0,1,0,0,0,0,26.9,45.8,26,0,21.48111916,41.05885315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,27,0,36.44897461,61.70594788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,28,0,36.11140823,54.43015289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,29,0,37.83405685,54.43015289
37.9,0.0,1.0,0.0,0.0,0.0,50.5,39.0,49.0,42.0,41.5,48.0,40.0,50.0,5.7,-0.9,3.5,4.4,6.0,0.0,55.3,0.0,0.0,1054000.0,22000000000.0,"110,571.82",20900.0,9.532265997,0,0,0,1,0,0,0,0,32.0,26.9,30,0,43.02758026,61.70594788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,31,0,50.99674225,53.61598206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,32,0,42.57865524,53.06841278
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,33,0,37.25265503,53.06841278
37.4,1.0,1.0,0.0,1.0,0.0,52.25,37.5,52.67,39.33,52.0,38.8,44.92,33.83,7.3,1.0,-0.1,3.1,1.0,0.0,60.9,0.0,0.0,1336000.0,32800000000.0,"110,571.82",24600.0,12.08264457,0,0,0,1,0,0,0,0,37.9,32.0,34,0,44.83709335,53.61598206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,35,0,40.80881119,56.38130569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,36,0,44.75145721,55.65408325
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,37,0,46.02160263,55.65408325
43.9,1.0,0.0,1.0,0.0,1.0,50.0,34.0,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5.0,0.0,49.6,49.6,49.6,1600000.0,49200000000.0,"110,571.82",30800.0,14.47023301,0,0,0,1,0,0,0,0,37.4,37.9,38,0,44.16591644,56.38130569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,39,0,44.06999969,48.97509766
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,40,0,32.09700394,54.21726608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,41,0,49.75617599,54.21726608
46.0,0.0,0.0,0.0,0.0,1.0,41.0,47.5,42.0,50.25,43.62,47.23,43.73,46.87,4.0,-0.4,4.8,2.7,9.0,0.0,60.6,0.0,60.6,1998000.0,71500000000.0,"110,571.82",35800.0,18.06970347,0,0,0,1,0,0,0,0,43.9,37.4,42,0,39.51177597,48.97509766
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,43,0,57.57247925,36.06028748
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,44,0,52.06649399,35.84902573
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,45,0,47.8109169,37.63039017
47.9,0.0,1.0,0.0,1.0,0.0,47.33,47.33,46.0,48.0,44.5,52.0,47.4,49.8,5.7,-0.3,2.9,1.9,3.0,1.0,62.2,0.0,0.0,2330000.0,90800000000.0,"110,571.82",39000.0,21.07227682,0,0,0,1,0,0,0,0,46.0,43.9,46,0,50.77494049,36.06028748
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,47,0,43.75381470000001,36.08316422
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,48,0,54.93024445,38.93360138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,49,0,55.38219452,38.93360138
55.0,0.0,1.0,0.0,0.0,0.0,46.5,42.5,47.67,43.0,46.67,46.33,51.8,41.6,5.0,0.6,1.9,4.1,0.0,1.0,36.5,0.0,0.0,2616000.0,132000000000.0,"110,571.82",50500.0,23.65883098,0,0,0,1,0,0,0,0,47.9,46.0,50,0,52.13759613,36.08316422
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,51,0,56.02605057,40.83628464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,52,0,53.63892365,43.80928802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,53,0,49.42844391,43.80928802
52.0,0.0,0.0,1.0,0.0,1.0,47.25,45.0,46.33,46.0,49.67,44.0,48.0,47.25,8.5,-0.8,1.6,3.0,3.0,0.0,49.1,49.1,49.1,2755000.0,127000000000.0,"110,571.82",46100.0,24.91593247,0,0,0,1,0,0,0,0,55.0,47.9,54,0,57.49032974,40.83628464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,55,0,49.68047333,43.57808685
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,56,0,46.63072968,45.16192627
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,57,0,49.64316559,45.16192627
48.0,0.0,0.0,0.0,0.0,1.0,40.33,38.33,42.67,37.33,42.33,40.0,45.25,40.25,5.0,-0.6,2.9,0.7,7.0,0.0,46.7,0.0,46.7,2920000.0,144000000000.0,"110,571.82",49300.0,26.40817525,0,0,0,1,0,0,0,0,52.0,55.0,58,0,47.47132492,43.57808685
39.1,0.0,,0.0,0.0,1.0,43.0,50.0,41.5,52.5,40.5,55.0,41.2,50.2,3.1,-1.2,8.0,6.0,3.0,1.0,36.5,0.0,36.5,,,,,,1,0,0,0,0,0,0,0,,,0,0,,
33.8,0.0,,0.0,1.0,0.0,36.0,61.5,40.67,52.0,40.67,52.0,40.5,54.0,4.2,-0.8,7.1,0.4,3.0,0.0,69.6,0.0,0.0,,,,,,1,0,0,0,0,0,0,0,39.1,,1,0,,
46.6,0.0,,0.0,0.0,0.0,50.0,46.0,46.25,47.75,46.25,47.75,49.6,46.67,5.3,-0.9,6.9,1.7,0.0,0.0,60.5,0.0,0.0,,,,,,1,0,0,0,0,0,0,0,33.8,39.1,2,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,47.0,52.0,3,0,58.11856079,47.04001617
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,47.0,4,0,53.22671509,35.87525177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,5,0,54.87900162,35.87525177
63.9,0.0,0.0,0.0,0.0,1.0,60.5,28.5,65.0,29.0,63.5,30.5,64.0,32.5,5.5,0.0,4.4,1.6,3.0,1.0,74.2,0.0,74.2,,,,,,1,0,0,0,0,0,0,0,46.6,33.8,6,0,54.98211288,36.5568428
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,7,0,46.87018967,49.69818878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,8,0,48.43368529999999,51.47374344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,9,0,41.70241928,51.47374344
43.9,1.0,0.0,0.0,0.0,1.0,39.0,37.5,29.0,45.0,29.33,43.33,36.0,44.0,3.8,0.0,2.7,3.0,7.0,1.0,50.3,0.0,50.3,,,,,,1,0,0,0,0,0,0,0,63.9,46.6,10,0,47.59913254,49.69818878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,11,0,42.57962799,50.68148041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,12,0,47.91066742,35.56337738
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,13,0,43.81845856,35.56337738
34.9,0.0,1.0,0.0,1.0,0.0,37.0,56.0,30.5,60.5,33.0,61.0,35.0,59.5,6.0,-0.1,3.3,3.3,2.0,1.0,55.8,0.0,0.0,774000.0,3330000000.0,"9,349.16",4300.0,82.78818632,1,0,0,0,0,0,0,0,43.9,63.9,14,0,50.10679626,50.68148041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,15,0,38.64900208,35.56337738
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,16,0,44.06836319,36.03453827
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,17,0,45.26370239,36.03453827
43.5,0.0,1.0,0.0,0.0,0.0,62.0,29.0,52.5,34.0,51.0,40.0,47.33,45.0,4.9,-0.3,5.6,8.7,1.0,0.0,47.2,0.0,0.0,827000.0,4840000000.0,"9,349.16",5850.0,88.45714481,1,0,0,0,0,0,0,0,34.9,43.9,18,0,34.49103546,35.56337738
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,19,0,45.66822052,38.68518829
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,20,0,53.12014389,43.22440338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,21,0,37.10548401,43.22440338
28.4,1.0,0.0,1.0,0.0,1.0,35.0,34.75,35.67,40.67,35.67,40.67,44.33,42.0,6.0,0.0,3.2,13.3,0.0,0.0,45.5,45.5,45.5,923000.0,8350000000.0,"9,349.16",9050.0,98.72544699,1,0,0,0,0,0,0,0,43.5,34.9,22,0,49.32227325,38.58827591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,23,0,37.761367799999995,52.78373718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,24,0,45.76446533,44.08312225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,25,0,47.54876709,44.08312225
30.9,0.0,1.0,0.0,1.0,0.0,41.0,53.0,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2.0,0.0,50.3,0.0,0.0,978000.0,12600000000.0,"9,349.16",12900.0,104.6083284,1,0,0,0,0,0,0,0,28.4,43.5,26,0,37.69108963,52.78373718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,27,0,36.65373993,27.83804131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,28,0,34.80908966,25.37726593
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,29,0,32.37340546,25.37726593
36.3,0.0,1.0,0.0,0.0,0.0,50.5,39.0,49.0,42.0,41.5,48.0,40.0,50.0,5.7,-0.9,3.5,4.4,6.0,0.0,55.3,0.0,0.0,1085000.0,21000000000.0,"9,349.16",19400.0,116.0532069,1,0,0,0,0,0,0,0,30.9,28.4,30,0,31.70233154,27.83804131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,31,0,41.31595612,25.37726593
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,32,0,42.90036392,24.17002106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,33,0,39.69786835,24.17002106
38.9,1.0,1.0,0.0,1.0,0.0,52.25,37.5,52.67,39.33,52.0,38.8,44.92,33.83,7.3,1.0,-0.1,3.1,1.0,0.0,60.9,0.0,0.0,1115000.0,24800000000.0,"9,349.16",22200.0,119.26205139999999,1,0,0,0,0,0,0,0,36.3,30.9,34,0,42.41848373,25.37726593
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,35,0,37.78871918,28.71646309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,36,0,38.83862305,26.69544983
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,37,0,31.14476204,26.69544983
49.3,1.0,0.0,1.0,0.0,1.0,50.0,34.0,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5.0,0.0,49.6,49.6,49.6,1160000.0,31900000000.0,"9,349.16",27500.0,124.075318,1,0,0,0,0,0,0,0,38.9,36.3,38,0,48.09762955,28.71646309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,39,0,34.95973206,26.89889526
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,40,0,40.93708801,43.39648819
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,41,0,37.96329498,43.39648819
46.8,0.0,0.0,0.0,0.0,1.0,41.0,47.5,42.0,50.25,43.62,47.23,43.73,46.87,4.0,-0.4,4.8,2.7,9.0,0.0,60.6,0.0,60.6,1236000.0,41900000000.0,"9,349.16",33900.0,132.20439059999998,1,0,0,0,0,0,0,0,49.3,38.9,42,0,31.14267349,26.89889526
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,43,0,35.28259659,50.0603447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,44,0,42.17852020000001,45.41682434
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,45,0,42.20077133,45.41682434
50.2,0.0,1.0,0.0,1.0,0.0,47.33,47.33,46.0,48.0,44.5,52.0,47.4,49.8,5.7,-0.3,2.9,1.9,3.0,1.0,62.2,0.0,0.0,1294000.0,51400000000.0,"9,349.16",39700.0,138.4081565,1,0,0,0,0,0,0,0,46.8,49.3,46,0,36.8311615,47.78549194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,47,0,41.2679863,29.62776947
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,48,0,43.10719299,46.20560455
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,49,0,55.42416382,46.20560455
54.0,0.0,1.0,0.0,0.0,0.0,46.5,42.5,47.67,43.0,46.67,46.33,51.8,41.6,5.0,0.6,1.9,4.1,0.0,1.0,36.5,0.0,0.0,1322000.0,60700000000.0,"9,349.16",45900.0,141.4030779,1,0,0,0,0,0,0,0,50.2,46.8,50,0,47.12168884,29.62776947
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,51,0,52.76191711,63.47455597
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,52,0,56.39625549,61.79290771
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,53,0,51.8601799,61.79290771
52.0,0.0,0.0,1.0,0.0,1.0,47.25,45.0,46.33,46.0,49.67,44.0,48.0,47.25,8.5,-0.8,1.6,3.0,3.0,0.0,49.1,49.1,49.1,1321000.0,65400000000.0,"9,349.16",49500.0,141.29611640000002,1,0,0,0,0,0,0,0,54.0,50.2,54,0,59.72382355,63.56723785
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,55,0,42.92205429,46.93997192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,56,0,51.53399658,56.23060608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,57,0,50.60644531,56.11632156
47.0,0.0,0.0,0.0,0.0,1.0,40.33,38.33,42.67,37.33,42.33,40.0,45.25,40.25,5.0,-0.6,2.9,0.7,7.0,0.0,46.7,0.0,46.7,1342000.0,75900000000.0,"9,349.16",56600.0,143.5423075,1,0,0,0,0,0,0,0,52.0,54.0,58,0,50.88744736,46.93997192
42.0,0.0,,0.0,0.0,1.0,43.0,50.0,41.5,52.5,40.5,55.0,41.2,50.2,3.1,-1.2,8.0,6.0,3.0,1.0,36.5,0.0,36.5,,,,,,1,0,0,0,0,0,0,0,,,0,0,,
34.2,0.0,,0.0,1.0,0.0,36.0,61.5,40.67,52.0,40.67,52.0,40.5,54.0,4.2,-0.8,7.1,0.4,3.0,0.0,69.6,0.0,0.0,,,,,,1,0,0,0,0,0,0,0,42.0,,1,0,,
50.0,0.0,,0.0,0.0,0.0,50.0,46.0,46.25,47.75,46.25,47.75,49.6,46.67,5.3,-0.9,6.9,1.7,0.0,0.0,60.5,0.0,0.0,,,,,,1,0,0,0,0,0,0,0,34.2,42.0,2,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,56.0,58.0,3,0,66.74701691,53.64268875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,56.0,4,0,70.16645813,64.84384155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,5,0,69.95369720000001,65.69184113
65.6,0.0,0.0,0.0,0.0,1.0,60.5,28.5,65.0,29.0,63.5,30.5,64.0,32.5,5.5,0.0,4.4,1.6,3.0,1.0,74.2,0.0,74.2,,,,,,1,0,0,0,0,0,0,0,50.0,34.2,6,0,75.90121459999999,65.65572357
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,7,0,72.85036469,65.20426178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,8,0,70.55373383,59.80535889
